location_id,count,name,full_name,place_type,lng,lat
1010ecfa7d3a40f8,1947,Indiana,"Indiana, USA",admin,-86.17365153024471,39.7665555
7d62cffe6f98f349,1868,San Jose,"San Jose, CA",city,-121.85951243745129,37.331159
9531d4e3bbafc09d,1858,Oklahoma City,"Oklahoma City, OK",city,-97.57434368594404,35.4828435
e8ad2641c1cb666c,1829,Arkansas,"Arkansas, USA",admin,-92.49466278582688,34.7519365
96683cc9126741d1,1819,United States,United States,country,-98.9930814310196,36.8903335
9a974dfc8efb32a0,1812,Kansas City,"Kansas City, MO",city,-94.54522302810123,39.009144
f54a2170ff4b15f7,1787,Illinois,"Illinois, USA",admin,-89.45138242121759,39.7393005
ab2f2fac83aa388d,1781,Oakland,"Oakland, CA",city,-122.20960083976156,37.7919941
27c45d804c777999,1714,Kansas,"Kansas, USA",admin,-98.32874946059545,38.49819605
f995a9bd45d4a867,1712,Memphis,"Memphis, TN",city,-89.9079899079409,35.13352055
42e46bc3663a4b5f,1677,Fort Worth,"Fort Worth, TX",city,-97.20629054472504,32.7799665
288de3df481163e8,1647,Alabama,"Alabama, USA",admin,-86.72428649563295,32.576227
c47c0bc571bf5427,1574,Honolulu,"Honolulu, HI",city,-157.8330048455772,21.3199435
bc3a38d3d5999b4b,1560,Washington,"Washington, USA",admin,-120.69394454247106,47.27302215
43d2418301bf1a49,1557,Mississippi,"Mississippi, USA",admin,-89.72172916320194,32.571032
0570f015c264cbd9,1552,St Louis,"St Louis, MO",city,-90.24253452150704,38.6537712
0eb9676d24b211f1,1532,Cleveland,"Cleveland, OH",city,-81.66375833290742,41.495939500000006
bd7c511e9f8bc5da,1527,Salt Lake City,"Salt Lake City, UT",city,-111.90697807753044,40.76580515
6a0a3474d8c5113c,1520,El Paso,"El Paso, TX",city,-106.31038917304193,31.79336815
bd3d2074a33fbd06,1518,Oklahoma,"Oklahoma, USA",admin,-97.21731890380694,35.3090465
dea1eac2d7ef8878,1513,Maryland,"Maryland, USA",admin,-76.37112277363269,38.8051145
463f5d9615d7d1be,1508,Maine,"Maine, USA",admin,-69.24489479414831,45.188407
e86b380cfefcced5,1495,Connecticut,"Connecticut, USA",admin,-72.6629100975641,41.500753
3f5897b87d2bf56c,1488,Delaware,"Delaware, USA",admin,-75.49324861854711,39.1450234
01c060cf466c6ce3,1478,Long Beach,"Long Beach, CA",city,-118.11863348595702,33.809171500000005
cd450c94084cbf9b,1419,Massachusetts,"Massachusetts, USA",admin,-71.41213843044102,42.03693905
a84b808ce3f11719,1415,Omaha,"Omaha, NE",city,-96.06124169487634,41.275721
7b117cdec2df9ae0,1369,Olney,"Olney, MD",city,-77.0723101776916,39.1470915
b463d3bd6064861b,1354,Detroit,"Detroit, MI",city,-83.1254259748367,42.3527865
2a93711775303f90,1350,Milwaukee,"Milwaukee, WI",city,-87.94450764144737,43.05672225
6c686af766d8429c,1343,Fort Lauderdale,"Fort Lauderdale, FL",city,-80.1573782505151,26.150368
6565298bcadb82a1,1294,Knoxville,"Knoxville, TN",city,-84.01158541760299,35.9824705
095534ad3107e0e6,1290,Louisville,"Louisville, KY",city,-85.75358252660595,38.195555
00c55f041e27dc51,1288,Staten Island,"Staten Island, NY",city,-74.13183899828587,40.572376000000006
df7fd3a3b9eff7ee,1287,Oregon,"Oregon, USA",admin,-120.55104554858586,44.145436450000005
0e2242eb8691df96,1281,Henderson,"Henderson, NV",city,-115.07268478369768,36.006256
5d231ed8656fcf5a,1251,St Petersburg,"St Petersburg, FL",city,-82.69458584189456,27.79571925
60e2c37980197297,1246,St Paul,"St Paul, MN",city,-93.14782342348904,44.941515550000005
bced47a0c99c71d0,1232,Durham,"Durham, NC",city,-78.88031925235688,35.9909825
cb74aaf709812e0f,1219,Tulsa,"Tulsa, OK",city,-95.93131128360488,36.1093915
e444ecd51bd16ff3,1190,Cincinnati,"Cincinnati, OH",city,-84.51357570291903,39.13703785
45a45eb8e30e7b14,1188,Little Rock,"Little Rock, AR",city,-92.29749490292986,34.72188615
8fa6d7a33b83ef26,1178,Paradise,"Paradise, NV",city,-115.12500268205156,36.0609645
44d207663001f00b,1142,Mesa,"Mesa, AZ",city,-111.73412156290672,33.4057545
dc3747428fa88cab,1094,Spokane,"Spokane, WA",city,-117.39772505459392,47.667438
00f751614d8ce37b,1093,Richmond,"Richmond, VA",city,-77.45709576804805,37.529883
65b4760a2b411e11,1092,New Jersey,"New Jersey, USA",admin,-74.43614237149735,40.073040500000005
1661ada9b2b18024,1089,Wichita,"Wichita, KS",city,-97.38504831755832,37.6838965
b7291ca30f39ebf6,1080,Amityville,"Amityville, NY",city,-73.41509392084265,40.6738325
84229b03659050aa,1061,Virginia Beach,"Virginia Beach, VA",city,-76.08931064874048,36.8025415
226b21641df42460,1046,New Hampshire,"New Hampshire, USA",admin,-71.55223961371104,44.00122985
0a0de7bd49ef942d,1040,Scottsdale,"Scottsdale, AZ",city,-111.88225223465892,33.63933985
944c03c1d85ef480,1031,Fresno,"Fresno, CA",city,-119.7946411072218,36.786042
3cd4c18d3615bbc9,1001,Iowa,"Iowa, USA",admin,-93.15040950680422,41.9382285
3af2a75dbeb10500,973,Lincoln,"Lincoln, NE",city,-96.67930504058512,40.803235
0121b92345f0e2b4,965,Miami Beach,"Miami Beach, FL",city,-80.13165605286049,25.81696565
d6819fe60643ebc1,963,Alexandria,"Alexandria, VA",city,-77.08913954080393,38.81738005
165269430f88d842,934,Mount Juliet,"Mount Juliet, TN",city,-86.51179793220203,36.221709
ecbe2aea853af44e,924,Tallahassee,"Tallahassee, FL",city,-84.283386993994,30.458060000000003
737fcb9daae404ac,917,Boise,"Boise, ID",city,-116.2523105745154,43.598033
960993b9cfdffda9,915,Bakersfield,"Bakersfield, CA",city,-119.05637530433918,35.3469013
92b2158a6d509767,896,Ann Arbor,"Ann Arbor, MI",city,-83.7295183471408,42.2708395
01e74c422dab6107,883,Cinco Ranch,"Cinco Ranch, TX",city,-95.77960861937392,29.7219891
30344aecffe6a491,863,Fremont,"Fremont, CA",city,-121.94946556837948,37.5236445
59612bd882018c51,863,Santa Monica,"Santa Monica, CA",city,-118.48155901651614,34.02268805
92ece453327a4d54,852,Five Points,"Five Points, OH",city,-84.1838277145923,39.5593541
7cb7440bcf83d464,844,Tempe,"Tempe, AZ",city,-111.9294011431877,33.39288415
3f3f6803f117606d,820,Lubbock,"Lubbock, TX",city,-101.9260475484978,33.5776805
4b25aded08900fd8,816,Reno,"Reno, NV",city,-119.82370328793434,39.512436
b046074b1030a44d,811,Jersey City,"Jersey City, NJ",city,-74.06762069442917,40.7180015
2d83c71ce16cd187,794,West Virginia,"West Virginia, USA",admin,-80.29495359102796,38.9201425
c7ef5f3368b68777,793,Baton Rouge,"Baton Rouge, LA",city,-91.09017824883897,30.45910005
5ef5b7f391e30aff,788,Berkeley,"Berkeley, CA",city,-122.2776629316579,37.8758456
1c67f9d9cbae7f69,784,Des Moines,"Des Moines, IA",city,-93.589514482995,41.5764373
3d533362cdab8107,781,Irvine,"Irvine, CA",city,-117.8019751713948,33.689732
6417871953fa5e86,773,Silver Spring,"Silver Spring, MD",city,-77.02075462480728,39.0083495
6e276f099bcab5b5,770,Youngstown,"Youngstown, OH",city,-80.63995418412227,41.105271
27485069891a7938,753,New York,"New York, NY",admin,-73.86770300366848,40.685776
a307591cd0413588,748,Buffalo,"Buffalo, NY",city,-78.85060267667023,42.8962295
52445186970bafb3,747,Chandler,"Chandler, AZ",city,-111.84184334442963,33.28245035
b0b79caecef59fb5,746,Burbank,"Burbank, CA",city,-118.3258859038099,34.1821598
3b3916ee31cfc9e6,740,Chattanooga,"Chattanooga, TN",city,-85.25237489879885,35.0919547
1927193c57f35d51,726,West Hollywood,"West Hollywood, CA",city,-118.38346955215935,34.0870095
6e315e1f96e0450a,722,Arlington,"Arlington, TX",city,-97.1057282952724,32.70185
adc95f2911133646,706,Colorado Springs,"Colorado Springs, CO",city,-104.7833279201025,38.8885185
3605db70c687a01d,701,Sioux Falls,"Sioux Falls, SD",city,-96.7365001952784,43.5410145
b004be67b9fd6d8f,689,Norfolk,"Norfolk, VA",city,-76.24726774178299,36.898747
700eeb799fa55a4b,680,Clearwater,"Clearwater, FL",city,-82.75222951901432,27.9927105
5faafada28b440c3,678,Fountain Hills,"Fountain Hills, AZ",city,-111.7310176140038,33.6039105
d2ddff69682ae534,675,Montana,"Montana, USA",admin,-109.34311337416428,46.6798
1c73ebb264e145ee,663,Louisiana,"Louisiana, USA",admin,-91.63959379904011,30.937336
71d65c0e6d94efab,660,New Mexico,"New Mexico, USA",admin,-106.0451851014724,34.166235
80eb17ffe368fc9a,650,Huntington Beach,"Huntington Beach, CA",city,-118.00059187983732,33.69254185
3ad0f706b3fa62a8,647,Palo Alto,"Palo Alto, CA",city,-122.12483174925428,37.4266935
db6cee8d55fe4a29,645,Nashua,"Nashua, NH",city,-71.48344086532212,42.75296965
d98e7ce217ade2c5,642,Stockton,"Stockton, CA",city,-121.3217298197049,37.980826
4265ece9285a2872,633,Palm Springs,"Palm Springs, CA",city,-116.523586297319,33.8250795
138181506c13418e,623,Syracuse,"Syracuse, NY",city,-76.14360897560246,43.052607
d1cd39353c51904d,623,Boca Raton,"Boca Raton, FL",city,-80.13868594937821,26.3739755
488da0de4c92ac8e,609,Plano,"Plano, TX",city,-96.75684490951484,33.0612424
795003fb11ee9829,606,New Haven,"New Haven, CT",city,-72.93093522174327,41.298394
92220986b9dfd67d,605,Birmingham,"Birmingham, AL",city,-86.81692826950061,33.5422375
7b93be1d864cedbb,604,Providence,"Providence, RI",city,-71.42773924105282,41.817084
8193d87541f11dfb,593,Cambridge,"Cambridge, MA",city,-71.13134146379952,42.37819765
a6c257c61f294ec1,587,Greensboro,"Greensboro, NC",city,-79.85564562818757,36.090397
a81f9ed24c15d6af,583,Grand Rapids,"Grand Rapids, MI",city,-85.67308833192655,42.9564115
24a53a1880093fa9,578,Winston-Salem,"Winston-Salem, NC",city,-80.24269847050368,36.0871686
006b48995ede9bcc,578,Gilbert,"Gilbert, AZ",city,-111.71228225304272,33.29521475
d049033410e9e81b,578,Mobile,"Mobile, AL",city,-88.1594569486185,30.673128
ef975175b1003544,576,Overland Park,"Overland Park, KS",city,-94.6837600041128,38.931549
fd70c22040963ac7,574,Boulder,"Boulder, CO",city,-105.25628026831036,40.023981500000005
413ef5a0d23bfe4f,570,Kalamazoo,"Kalamazoo, MI",city,-85.58187693676936,42.290524000000005
e2f1b549a3c91df8,567,Bellview,"Bellview, FL",city,-87.30272244986733,30.46264185
009d3c3d41dbb00e,567,Enterprise,"Enterprise, NV",city,-115.23070373747773,36.01880475
7a863bb88e5bb33c,559,Anchorage,"Anchorage, AK",city,-149.90343327453687,61.1588345
005e3661711a29a9,555,Boynton Beach,"Boynton Beach, FL",city,-80.11300896859917,26.53348575
d1871b0189c27a21,553,Warwick,"Warwick, RI",city,-71.43307980887957,41.715635
7068dd9474ab6973,552,Toledo,"Toledo, OH",city,-83.58632310242812,41.65659049999999
dce44ec49eb788f5,549,Irving,"Irving, TX",city,-96.97921530660706,32.863917
9f4583bf6dae13c4,544,Springfield,"Springfield, MA",city,-72.54617801856065,42.1130625
4723507d8ce23a60,541,Idaho,"Idaho, USA",admin,-115.46463097721832,45.4945515
01c77c227d4ab0d5,537,North Las Vegas,"North Las Vegas, NV",city,-115.14150976190764,36.24912449999999
6b55df049258bade,529,Mission Viejo,"Mission Viejo, CA",city,-117.66063564446792,33.6035082
28db2dbc4240f0b2,528,Worcester,"Worcester, MA",city,-71.82025526861261,42.275760000000005
0c2e6999105f8070,527,Anaheim,"Anaheim, CA",city,-117.91786365544672,33.842863
00ca00906ca4c6d4,525,Bensalem,"Bensalem, PA",city,-74.9322571686823,40.102243
073e7d410cd0c8fa,525,Merkel,"Merkel, TX",city,-100.0123276208451,32.4677875
01241e9666cacdd2,523,Eugene,"Eugene, OR",city,-123.12879798504603,44.065621
5a16f6443a850916,523,Vancouver,"Vancouver, WA",city,-122.59648187370313,45.6305886
c1eb584e4c62b91f,517,Cutler,"Cutler, FL",city,-80.31979175117822,25.622357
4de072969805ac41,515,West Palm Beach,"West Palm Beach, FL",city,-80.10004707494107,26.72189575
a3d770a00f15bcb1,515,Corpus Christi,"Corpus Christi, TX",city,-97.42326818077812,27.7522169
01f9c9fd7bb1aa6b,512,Athens,"Athens, GA",city,-83.38442448017709,33.9563835
50df1c2f85d2654d,506,Vacaville,"Vacaville, CA",city,-121.9764676723965,38.362844
7dda05213481260c,503,Gainesville,"Gainesville, FL",city,-82.34535822401872,29.6731715
10de09f288b1665c,499,Pasadena,"Pasadena, CA",city,-118.16095636484354,34.17731
b077585758242faa,496,Sandy Springs,"Sandy Springs, GA",city,-84.37663668060466,33.943456999999995
76c1bb41d3de7ff1,495,Huntsville,"Huntsville, AL",city,-86.58075860783387,34.706026699999995
00c3e46c3d0cac08,494,Frisco,"Frisco, TX",city,-96.82924262455548,33.1501395
1994142e26ba7127,494,Davis,"Davis, CA",city,-121.7486578190842,38.5585535
ac9b9070f6d17a9a,494,Nebraska,"Nebraska, USA",admin,-100.0279682766523,41.5007293
29aaa88d9fe74b50,493,Erie,"Erie, PA",city,-80.07876285598584,42.110703
fa3435044b52ecc7,489,Newark,"Newark, NJ",city,-74.18698345084998,40.734494
27de1a6e27075587,489,Norman,"Norman, OK",city,-97.45411483289124,35.222301
7c01d867b8e8c494,488,Garland,"Garland, TX",city,-96.64530931813847,32.907642
2bc7c264a080898b,486,Hollywood,"Hollywood, FL",city,-80.19169450858583,26.04406905
7f061ded71fdc974,485,Montgomery,"Montgomery, AL",city,-86.2585328283779,32.364883500000005
23ebe811ea93fd41,477,Chapel Hill,"Chapel Hill, NC",city,-79.01846907126212,35.919441500000005
6a83705c6ef0b6b0,476,Potomac,"Potomac, MD",city,-77.19150592026779,39.0201896
f9c0877820b7848a,473,Santa Clarita,"Santa Clarita, CA",city,-118.50065605628332,34.41563105
01d4e349481265e8,469,Carlsbad,"Carlsbad, CA",city,-117.27925420923802,33.12148405000001
0509a6acb3d27ec4,468,Thousand Oaks,"Thousand Oaks, CA",city,-118.863828287133,34.1884781
34b5e468ea4e8110,461,Portland,"Portland, ME",city,-70.2924206130669,43.696187
28ace6b8d6dbc3af,460,Chula Vista,"Chula Vista, CA",city,-117.02087375093036,32.633767
8c88f07c8666389d,459,Rockville,"Rockville, MD",city,-77.15669403508434,39.08705500000001
38109314e8d0ee2f,456,Roseville,"Roseville, CA",city,-121.29084781992992,38.76316025
b87b05856ab8dbd8,455,Yonkers,"Yonkers, NY",city,-73.86931280738486,40.944567500000005
9aa25269f04766ab,455,Vermont,"Vermont, USA",admin,-72.77230605164345,43.8717565
ad815dfe8c34a012,454,Evansville,"Evansville, IN",city,-87.55925888966618,38.003466450000005
7b179e1b1fdd80d0,452,Concord,"Concord, NH",city,-71.5358690155879,43.2275695
5c9d123437711a9d,447,Jackson,"Jackson, MS",city,-90.24761226869734,32.230987
2dbbd1540f814343,447,Tacoma,"Tacoma, WA",city,-122.49598395339405,47.2429605
2f97b9acb13ca665,447,Costa Mesa,"Costa Mesa, CA",city,-117.91644859852828,33.6636085
864ff125241f172f,438,Bethesda,"Bethesda, MD",city,-77.12345855075432,38.98133715
3877d6c867447819,436,Fort Wayne,"Fort Wayne, IN",city,-85.16093109282039,41.086917
fef01a8cb0eacb64,427,Akron,"Akron, OH",city,-81.50861095712611,41.0808775
ec212eb1116b92e2,424,Reston,"Reston, VA",city,-77.34178699340748,38.9558015
1879ace9e02ace61,421,Utah,"Utah, USA",admin,-111.54924435895992,39.499762
dc234665a759a05d,421,McLean,"McLean, VA",city,-77.18657587441265,38.9374855
5280739904d0ef48,421,The Woodlands,"The Woodlands, TX",city,-95.51560287834228,30.1812515
6ba08e404aed471f,418,Riverside,"Riverside, CA",city,-117.39752784403152,33.935822
91eb113282d003a1,418,Lansing,"Lansing, MI",city,-84.5542226031265,42.7120491
f78d4624824e87d8,415,Wyndham,"Wyndham, VA",city,-77.61760440197881,37.688263500000005
832feeba7eb96a20,414,Casas Adobes,"Casas Adobes, AZ",city,-111.01461403904456,32.342708
5c6bd208d7ddf9f6,412,Cary,"Cary, NC",city,-78.77881794989075,35.75618835
0fc6568d145d84ac,412,Lakewood,"Lakewood, CA",city,-118.09186320286427,33.844649700000005
375aa1ab4abd79b1,408,Olympia,"Olympia, WA",city,-122.8739959714166,47.03744450000001
531a6942bb8056b9,398,Charlottesville,"Charlottesville, VA",city,-78.49035114992307,38.0400365
8eb7d0abedc4817b,396,Greenville,"Greenville, SC",city,-82.35329034089469,34.7959415
00221a12113d93c6,395,Shakopee,"Shakopee, MN",city,-93.48588836869315,44.7792625
3a22597bb94d08bd,391,Tuscaloosa,"Tuscaloosa, AL",city,-87.51096074653577,33.171
b4fa2987bd7d8a3c,388,Laramie,"Laramie, WY",city,-105.62481768961018,41.315433
9dafd05b1158873b,382,Hawaii,"Hawaii, USA",admin,-155.42797808129347,19.5934565
00e9226863a6e5a4,381,Savannah,"Savannah, GA",city,-81.1159443335787,32.0172845
c1e1a49e92ce1ba0,377,Torrance,"Torrance, CA",city,-118.34165294851584,33.83371455
f95ca607d76de8c6,375,San Marcos,"San Marcos, TX",city,-97.93459842365328,29.880983
0562e9e53cddf6ec,375,Santa Ana,"Santa Ana, CA",city,-117.89382031690936,33.739992
00a4bbcc0dcd7572,373,College Station,"College Station, TX",city,-96.32891017337208,30.58412
20ba6fb3b1ee82da,373,Orange,"Orange, CA",city,-117.84714540619488,33.810159
d6794586b08b7f9c,373,Ames,"Ames, IA",city,-93.63462885124515,42.0325065
97e336e1e3ed9e1e,373,Inglewood,"Inglewood, CA",city,-118.34830418369988,33.95363355
008338532a26abed,371,Bradenton,"Bradenton, FL",city,-82.52043102663471,27.4644525
35f9d631a3650f85,369,Poinciana,"Poinciana, FL",city,-81.4575867499981,28.155286
9f23cc99c0ba48db,366,Melville,"Melville, NY",city,-73.40748858879023,40.7833745
20a70247c3cbdd23,364,South Bend,"South Bend, IN",city,-86.25934276751676,41.6796555
00836cb90515ddd1,364,Asheville,"Asheville, NC",city,-82.61699380073858,35.5390725
00c6c3cd3e783197,363,Augusta,"Augusta, GA",city,-82.05272165712987,33.4407175
f6ebc676e5cde864,361,Santa Barbara,"Santa Barbara, CA",city,-119.7020219269754,34.429885
34031d61ef79585f,360,Davie,"Davie, FL",city,-80.283769636486,26.0781704
ce1765e3abafe93e,359,Springfield,"Springfield, IL",city,-89.64070254984496,39.774346
62ff27569714ddb3,355,Edmond,"Edmond, OK",city,-97.46509123334953,35.695222099999995
13eb8d7f6e12a684,353,St Charles,"St Charles, MO",city,-90.5168494627849,38.7930465
11148050237800f2,351,Port St Lucie,"Port St Lucie, FL",city,-80.37176522019794,27.30076495
5c8fea63bc3faa5b,351,Fargo,"Fargo, ND",city,-96.82747426910882,46.8648825
f518107274776950,349,Mullica Hill,"Mullica Hill, NJ",city,-75.22181110767394,39.740642300000005
01e5198d558fc4d5,349,Webster,"Webster, NY",city,-77.46803329089278,43.2320245
5727d936119423c0,348,Pembroke Pines,"Pembroke Pines, FL",city,-80.34577764622443,26.02788945
bcb210d6cf34438a,347,Pearland,"Pearland, TX",city,-95.32528827932585,29.5478845
2cb954ccdc0dba5f,347,Dublin,"Dublin, OH",city,-83.13410632882255,40.1252265
390600307e9cd236,346,Bowling Green,"Bowling Green, KY",city,-86.46511595290774,36.965671
778af41ffb719450,339,Coral Gables,"Coral Gables, FL",city,-80.26516731490203,25.6994485
5acc3a887617d093,339,Sarasota,"Sarasota, FL",city,-82.51643801843042,27.3411215
835f1b2948575c51,338,Topeka,"Topeka, KS",city,-95.69327995150232,39.037579
0113afc024d5e0bc,337,Wellington,"Wellington, FL",city,-80.20520286081597,26.6249076
7dabbf75534f6cee,336,Amherst,"Amherst, NY",city,-78.75963742070894,43.0075835
37bcd9d2fe172622,335,Mount Pleasant,"Mount Pleasant, SC",city,-79.87129915712373,32.847946500000006
6241025d720c4971,334,Coral Springs,"Coral Springs, FL",city,-80.26549843614798,26.270261
01e0b1c656c5070f,333,Iowa City,"Iowa City, IA",city,-91.5370380599659,41.6473534
56c9f474a934e9fe,333,Hoover,"Hoover, AL",city,-86.81835793631788,33.3647875
e1e35d357ceefa52,333,Redondo Beach,"Redondo Beach, CA",city,-118.3845507151652,33.8546691
db6c24fcc9e59ba4,330,Hendersonville,"Hendersonville, TN",city,-86.62079063852187,36.307425
ae845a49091f2727,327,Somerville,"Somerville, MA",city,-71.10073167221807,42.39540225
b76630ca2b2c4158,326,Newton,"Newton, MA",city,-71.20740694574343,42.3253925
45cadd6ef118ec9f,325,Sunnyvale,"Sunnyvale, CA",city,-122.0234592350388,37.37839695
19e2bff2e89dc38e,324,Murfreesboro,"Murfreesboro, TN",city,-86.41033417587077,35.84742
aa509e938179ea44,323,Annapolis,"Annapolis, MD",city,-76.52401275504644,38.969966
f77b0bf942a40070,322,Denton,"Denton, TX",city,-97.11641961910068,33.2024957
a7d01af090772d13,321,Londontowne,"Londontowne, MD",city,-76.56369333792051,38.927709
dbd1411661903bb0,320,Framingham,"Framingham, MA",city,-71.43709107206874,42.305097
cc631a80adacd459,320,Franklin,"Franklin, TN",city,-86.84610512232916,35.935017
7291a25672e0d4b1,319,Redmond,"Redmond, WA",city,-122.09077522773352,47.67881250000001
053ab8e6678199ed,317,Doral,"Doral, FL",city,-80.354567950816,25.8256435
2c6666cb9436b81b,317,Vista,"Vista, CA",city,-117.25400043503974,33.18492035
f515486276aa6192,313,Las Cruces,"Las Cruces, NM",city,-106.76602327003172,32.342299600000004
125129e27a3e66ca,312,Bettendorf,"Bettendorf, IA",city,-90.48940487472852,41.5578115
711c63250a2df503,309,Fort Myers,"Fort Myers, FL",city,-81.83918266206366,26.622149
6d032cd232fb02d5,309,McAllen,"McAllen, TX",city,-98.23490758649042,26.24069
fa8f8f24dc772cc0,309,Pompano Beach,"Pompano Beach, FL",city,-80.1284185866989,26.25189495
dfb4df427ea8a2d6,308,East Point,"East Point, GA",city,-84.48994654471134,33.6575858
1cf657005480e70e,307,Oceanside,"Oceanside, CA",city,-117.31315587422633,33.226316
18df13e4a5a670b5,307,North Charleston,"North Charleston, SC",city,-80.06322192545227,32.91442455
